id_venda,data,id_cliente,id_vendedor,id_formapag,id_produto,quantidadeVendida,desconto,custoTotal,valorVendaBruta
1171,2026-02-21,97,2,1,6,2,0.03,3.08,4.466
1172,2026-02-12,84,3,1,11,1,0.0,5.75,10.0625
1173,2026-03-18,57,1,1,5,2,0.02,308.5,447.325
1174,2026-05-22,10,1,3,31,1,0.04,10.25,17.9375
1175,2026-07-13,53,1,3,23,4,0.04,62.36,109.13
1176,2026-05-05,18,2,3,6,3,0.04,4.62,6.699
1177,2026-03-02,13,1,2,16,2,0.04,108.3,189.525
1178,2026-06-19,24,2,4,34,1,0.03,9.89,17.3075
1179,2026-08-25,47,2,3,28,2,0.05,15.04,26.32
1180,2026-08-06,76,1,1,30,2,0.02,32.9,57.574999999999996
1181,2026-01-13,96,1,4,30,1,0.03,16.45,28.787499999999998
1182,2026-01-27,41,1,3,20,3,0.02,14.25,24.9375
1183,2026-03-04,4,2,4,6,2,0.02,3.08,4.466
1184,2026-03-06,85,3,3,12,3,0.05,19.740000000000002,34.545
1185,2026-06-20,92,2,1,4,3,0.03,286.04999999999995,414.7725
1186,2026-02-28,84,1,2,9,4,0.02,8.6,15.049999999999999
1187,2026-04-21,22,2,4,20,4,0.01,19.0,33.25
1188,2026-04-21,42,3,3,26,2,0.01,27.5,48.125
1189,2026-01-21,16,3,2,25,3,0.04,37.95,66.4125
1190,2026-01-03,2,2,4,20,2,0.0,9.5,16.625
1191,2026-08-06,89,1,4,14,4,0.04,33.8,59.14999999999999
1192,2026-04-27,4,1,1,5,4,0.04,617.0,894.65
1193,2026-02-05,86,1,2,15,3,0.04,34.74,60.795
1194,2026-05-08,1,2,1,10,3,0.03,10.05,17.5875
1195,2026-04-15,35,2,4,26,3,0.01,41.25,72.1875
1196,2026-05-11,82,2,2,7,3,0.03,43.5,63.074999999999996
1197,2026-03-14,36,2,4,19,1,0.03,4.54,7.945
1198,2026-05-16,44,1,2,11,1,0.03,5.75,10.0625
1199,2026-05-15,58,1,4,33,3,0.01,33.75,59.0625
1200,2026-08-22,99,2,2,4,2,0.01,190.7,276.515
1201,2026-08-28,17,3,2,14,3,0.03,25.349999999999998,44.3625
1202,2026-08-27,5,2,4,1,4,0.03,160.44,232.63799999999998
1203,2026-06-08,57,3,3,21,4,0.01,9.0,15.75
1204,2026-01-07,74,3,2,6,3,0.02,4.62,6.699
1205,2026-01-09,97,2,1,7,4,0.05,58.0,84.1
1206,2026-01-02,92,1,3,6,3,0.03,4.62,6.699
1207,2026-07-11,54,3,4,2,2,0.03,136.3,197.63500000000002
1208,2026-01-26,13,2,2,20,4,0.02,19.0,33.25
1209,2026-07-21,49,3,4,6,4,0.04,6.16,8.932
1210,2026-02-04,17,2,2,20,2,0.03,9.5,16.625
1211,2026-03-16,51,3,4,5,2,0.0,308.5,447.325
1212,2026-03-11,93,2,1,24,3,0.03,37.349999999999994,65.3625
1213,2026-07-01,88,3,2,7,2,0.01,29.0,42.05
1214,2026-08-27,85,1,3,7,1,0.04,14.5,21.025
1215,2026-03-02,59,2,2,14,1,0.01,8.45,14.787499999999998
1216,2026-01-14,41,3,1,17,3,0.03,196.35000000000002,343.6125
1217,2026-04-16,55,3,1,10,4,0.03,13.4,23.45
1218,2026-05-08,40,2,4,2,2,0.01,136.3,197.63500000000002
1219,2026-04-25,49,1,4,25,3,0.01,37.95,66.4125
1220,2026-07-21,11,1,4,27,4,0.02,31.96,55.93
1221,2026-08-11,79,1,2,3,2,0.03,150.48,218.19599999999997
1222,2026-02-07,13,3,4,3,1,0.01,75.24,109.09799999999998
1223,2026-01-16,36,3,1,21,1,0.05,2.25,3.9375
1224,2026-05-22,76,3,2,14,3,0.03,25.349999999999998,44.3625
1225,2026-06-17,93,2,1,1,4,0.05,160.44,232.63799999999998
1226,2026-03-02,4,1,4,22,1,0.01,7.45,13.0375
1227,2026-08-24,14,1,1,3,2,0.04,150.48,218.19599999999997
1228,2026-04-28,98,3,2,14,2,0.05,16.9,29.574999999999996
1229,2026-05-13,95,2,4,10,1,0.04,3.35,5.8625
1230,2026-06-19,81,2,3,1,2,0.03,80.22,116.31899999999999
1231,2026-01-02,83,3,2,29,4,0.02,34.08,59.64
1232,2026-02-02,6,3,4,19,3,0.01,13.620000000000001,23.835
1233,2026-04-17,39,1,1,5,4,0.01,617.0,894.65
1234,2026-07-14,19,1,2,1,1,0.03,40.11,58.159499999999994
1235,2026-07-01,56,1,1,29,3,0.02,25.56,44.730000000000004
1236,2026-04-17,57,2,3,14,2,0.01,16.9,29.574999999999996
1237,2026-04-25,18,2,1,21,3,0.0,6.75,11.8125
1238,2026-08-27,89,3,3,29,1,0.02,8.52,14.91
1239,2026-02-03,47,2,2,11,3,0.01,17.25,30.1875
1240,2026-07-11,28,1,1,23,2,0.01,31.18,54.565
1241,2026-01-26,94,3,4,33,4,0.05,45.0,78.75
1242,2026-03-04,95,1,1,17,3,0.0,196.35000000000002,343.6125
1243,2026-08-04,7,2,1,34,1,0.02,9.89,17.3075
1244,2026-02-20,88,2,3,15,1,0.05,11.58,20.265
1245,2026-05-02,56,2,2,31,2,0.0,20.5,35.875
1246,2026-07-03,89,3,1,28,3,0.04,22.56,39.480000000000004
1247,2026-06-16,57,3,2,19,3,0.04,13.620000000000001,23.835
1248,2026-03-21,73,1,2,12,2,0.04,13.16,23.03
1249,2026-03-18,66,2,4,20,3,0.05,14.25,24.9375
1250,2026-08-04,15,3,4,8,1,0.03,2.25,3.2624999999999997
1251,2026-06-24,89,1,3,23,1,0.02,15.59,27.2825
1252,2026-02-25,13,1,3,28,3,0.01,22.56,39.480000000000004
1253,2026-04-18,69,2,1,25,1,0.04,12.65,22.1375
1254,2026-03-12,53,1,4,32,4,0.0,49.88,87.29
1255,2026-06-27,3,2,3,3,2,0.04,150.48,218.19599999999997
1256,2026-01-08,55,3,2,15,2,0.02,23.16,40.53
1257,2026-04-28,62,2,4,34,4,0.05,39.56,69.23
1258,2026-06-17,84,2,1,7,3,0.01,43.5,63.074999999999996
1259,2026-08-05,58,1,1,2,2,0.01,136.3,197.63500000000002
1260,2026-06-22,93,2,1,13,1,0.03,5.42,9.485
1261,2026-01-13,89,2,3,13,1,0.05,5.42,9.485
1262,2026-03-16,59,2,4,21,2,0.04,4.5,7.875
1263,2026-08-11,12,3,2,13,3,0.0,16.259999999999998,28.455
1264,2026-02-28,42,2,4,10,4,0.02,13.4,23.45
1265,2026-03-04,13,2,4,15,1,0.01,11.58,20.265
1266,2026-04-11,36,3,3,34,2,0.0,19.78,34.615
1267,2026-01-08,7,1,1,11,3,0.01,17.25,30.1875
1268,2026-08-13,96,3,3,18,2,0.0,154.64,270.62
1269,2026-04-27,88,2,1,20,4,0.04,19.0,33.25
1270,2026-01-23,51,3,3,32,2,0.02,24.94,43.645
1271,2026-08-15,87,3,2,32,2,0.04,24.94,43.645
1272,2026-04-04,87,3,1,12,3,0.02,19.740000000000002,34.545
1273,2026-02-04,37,1,3,11,1,0.02,5.75,10.0625
1274,2026-07-22,37,1,1,25,1,0.01,12.65,22.1375
1275,2026-01-15,83,1,3,18,1,0.0,77.32,135.31
1276,2026-05-11,11,1,2,16,1,0.03,54.15,94.7625
1277,2026-06-29,42,2,2,3,2,0.02,150.48,218.19599999999997
1278,2026-08-14,1,3,2,11,3,0.05,17.25,30.1875
1279,2026-01-03,94,1,2,21,3,0.03,6.75,11.8125
1280,2026-06-11,67,2,3,5,4,0.0,617.0,894.65
1281,2026-05-01,82,3,4,1,4,0.0,160.44,232.63799999999998
1282,2026-01-16,59,3,3,1,3,0.0,120.33,174.4785
1283,2026-05-06,48,1,2,27,4,0.04,31.96,55.93
1284,2026-08-13,98,2,3,23,4,0.02,62.36,109.13
1285,2026-04-06,38,1,1,31,2,0.03,20.5,35.875
1286,2026-05-19,9,1,2,30,1,0.04,16.45,28.787499999999998
1287,2026-05-01,42,1,4,6,3,0.0,4.62,6.699
1288,2026-05-06,76,2,2,30,4,0.04,65.8,115.14999999999999
1289,2026-06-27,11,1,3,10,2,0.05,6.7,11.725
1290,2026-07-14,22,1,3,2,1,0.01,68.15,98.81750000000001
1291,2026-07-27,78,3,1,31,4,0.04,41.0,71.75
1292,2026-01-07,32,2,1,34,1,0.04,9.89,17.3075
1293,2026-02-21,51,1,3,4,4,0.05,381.4,553.03
1294,2026-04-10,4,1,4,6,3,0.04,4.62,6.699
1295,2026-02-26,74,1,4,21,4,0.01,9.0,15.75
1296,2026-07-11,76,2,4,20,2,0.04,9.5,16.625
1297,2026-08-17,27,3,3,16,4,0.02,216.6,379.05
1298,2026-04-24,4,2,4,17,2,0.04,130.9,229.07500000000002
1299,2026-02-18,82,3,3,33,4,0.0,45.0,78.75
1300,2026-02-24,9,3,4,32,3,0.02,37.410000000000004,65.4675
1301,2026-04-04,59,2,2,17,4,0.03,261.8,458.15000000000003
1302,2026-02-19,35,3,2,14,1,0.02,8.45,14.787499999999998
1303,2026-05-06,35,1,3,18,2,0.01,154.64,270.62
1304,2026-05-06,12,1,4,6,1,0.03,1.54,2.233
1305,2026-01-28,80,2,4,10,3,0.02,10.05,17.5875
1306,2026-03-11,58,1,4,7,2,0.01,29.0,42.05
1307,2026-01-10,52,3,1,3,4,0.02,300.96,436.39199999999994
1308,2026-06-15,17,1,3,29,1,0.01,8.52,14.91
1309,2026-05-23,37,1,2,8,2,0.05,4.5,6.5249999999999995
1310,2026-04-17,52,2,1,14,2,0.02,16.9,29.574999999999996
1311,2026-02-13,28,1,3,16,3,0.04,162.45,284.2875
1312,2026-06-03,81,2,2,24,1,0.02,12.45,21.787499999999998
1313,2026-06-04,18,2,1,27,3,0.02,23.97,41.9475
1314,2026-01-23,6,1,4,30,4,0.02,65.8,115.14999999999999
1315,2026-07-10,37,1,4,13,3,0.05,16.259999999999998,28.455
1316,2026-05-20,81,3,4,7,4,0.05,58.0,84.1
1317,2026-08-20,9,3,1,21,1,0.0,2.25,3.9375
1318,2026-08-07,54,2,3,25,4,0.01,50.6,88.55
1319,2026-03-03,26,2,1,24,3,0.0,37.349999999999994,65.3625
1320,2026-06-24,40,2,2,23,2,0.05,31.18,54.565
1321,2026-03-19,74,2,1,8,3,0.03,6.75,9.7875
1322,2026-04-04,77,2,4,15,2,0.03,23.16,40.53
1323,2026-02-05,91,2,3,10,1,0.01,3.35,5.8625
1324,2026-05-08,23,1,2,6,1,0.03,1.54,2.233
1325,2026-06-02,16,1,4,9,2,0.03,4.3,7.5249999999999995
1326,2026-07-31,23,2,1,6,3,0.04,4.62,6.699
1327,2026-03-06,38,3,4,33,3,0.02,33.75,59.0625
1328,2026-06-18,24,2,2,34,3,0.03,29.67,51.9225
1329,2026-07-23,59,1,3,19,2,0.04,9.08,15.89
1330,2026-05-07,40,1,2,17,4,0.0,261.8,458.15000000000003
1331,2026-01-31,28,3,1,33,3,0.04,33.75,59.0625
1332,2026-07-30,81,3,1,19,3,0.04,13.620000000000001,23.835
1333,2026-02-18,90,2,4,19,1,0.04,4.54,7.945
1334,2026-05-21,45,3,2,6,3,0.01,4.62,6.699
1335,2026-01-26,92,2,1,17,2,0.03,130.9,229.07500000000002
1336,2026-08-31,30,3,4,1,4,0.02,160.44,232.63799999999998
1337,2026-08-21,47,2,3,5,3,0.01,462.75,670.9875
1338,2026-07-25,75,1,2,10,1,0.02,3.35,5.8625
1339,2026-08-28,93,1,1,25,4,0.01,50.6,88.55
1340,2026-07-02,54,2,1,27,2,0.02,15.98,27.965
1341,2026-08-07,32,1,2,7,3,0.05,43.5,63.074999999999996
1342,2026-04-17,79,2,2,31,2,0.01,20.5,35.875
1343,2026-08-01,6,3,1,28,3,0.01,22.56,39.480000000000004
1344,2026-02-12,65,3,1,32,4,0.0,49.88,87.29
1345,2026-05-01,76,1,2,30,3,0.04,49.349999999999994,86.3625
1346,2026-08-01,68,1,4,31,3,0.0,30.75,53.8125
1347,2026-05-14,13,1,4,3,1,0.02,75.24,109.09799999999998
1348,2026-08-20,52,1,2,6,4,0.02,6.16,8.932
1349,2026-07-13,19,3,4,15,1,0.03,11.58,20.265
1350,2026-02-27,65,2,2,28,2,0.03,15.04,26.32
1351,2026-05-15,64,3,2,33,4,0.01,45.0,78.75
1352,2026-08-19,1,2,3,20,3,0.05,14.25,24.9375
1353,2026-06-24,12,2,2,8,4,0.04,9.0,13.049999999999999
1354,2026-05-19,96,2,2,15,1,0.03,11.58,20.265
1355,2026-01-15,37,3,1,27,2,0.02,15.98,27.965
1356,2026-06-02,28,2,2,29,4,0.01,34.08,59.64
1357,2026-02-28,9,1,2,5,3,0.01,462.75,670.9875
1358,2026-05-16,69,1,1,8,3,0.03,6.75,9.7875
1359,2026-05-25,93,3,1,7,4,0.05,58.0,84.1
1360,2026-07-20,26,3,1,13,4,0.03,21.68,37.94
1361,2026-04-09,26,3,4,22,3,0.03,22.35,39.1125
1362,2026-02-04,17,3,3,17,3,0.03,196.35000000000002,343.6125
1363,2026-01-21,80,2,2,25,2,0.02,25.3,44.275
1364,2026-02-24,74,2,3,21,4,0.01,9.0,15.75
1365,2026-05-21,17,2,3,14,2,0.0,16.9,29.574999999999996
1366,2026-02-27,33,2,1,25,2,0.01,25.3,44.275
1367,2026-05-04,97,1,4,22,4,0.01,29.8,52.15
1368,2026-01-06,26,2,1,20,4,0.05,19.0,33.25
1369,2026-02-09,23,2,1,16,2,0.02,108.3,189.525
1370,2026-01-30,22,3,1,16,4,0.03,216.6,379.05
1371,2026-07-27,4,1,2,33,2,0.02,22.5,39.375
1372,2026-07-25,84,2,1,32,2,0.02,24.94,43.645
1373,2026-08-20,33,2,1,21,2,0.02,4.5,7.875
1374,2026-07-07,98,2,4,34,1,0.01,9.89,17.3075
1375,2026-05-06,32,2,4,28,1,0.03,7.52,13.16
1376,2026-07-03,7,3,3,32,3,0.03,37.410000000000004,65.4675
1377,2026-01-14,67,3,4,13,1,0.02,5.42,9.485
1378,2026-05-29,76,2,3,25,3,0.03,37.95,66.4125
1379,2026-04-24,83,1,3,1,1,0.02,40.11,58.159499999999994
1380,2026-07-31,71,1,2,7,1,0.01,14.5,21.025
1381,2026-01-10,54,1,3,18,2,0.03,154.64,270.62
1382,2026-03-12,30,2,3,11,2,0.02,11.5,20.125
1383,2026-01-22,80,2,2,33,3,0.04,33.75,59.0625
1384,2026-06-01,96,1,4,18,1,0.03,77.32,135.31
1385,2026-06-18,18,3,1,6,1,0.02,1.54,2.233
1386,2026-06-12,7,1,1,5,3,0.01,462.75,670.9875
1387,2026-06-20,50,2,4,15,4,0.04,46.32,81.06
1388,2026-04-21,91,1,2,21,1,0.04,2.25,3.9375
1389,2026-05-14,14,2,1,17,4,0.01,261.8,458.15000000000003
1390,2026-01-12,99,2,3,9,2,0.01,4.3,7.5249999999999995
1391,2026-02-23,19,3,2,14,1,0.03,8.45,14.787499999999998
1392,2026-06-16,18,3,1,15,4,0.04,46.32,81.06
1393,2026-06-25,44,3,1,13,2,0.04,10.84,18.97
1394,2026-01-15,15,2,3,12,4,0.01,26.32,46.06
1395,2026-04-07,97,3,2,9,3,0.04,6.449999999999999,11.2875
1396,2026-04-02,83,1,4,9,3,0.01,6.449999999999999,11.2875
1397,2026-03-13,3,2,4,18,1,0.05,77.32,135.31
1398,2026-08-25,83,2,3,20,3,0.02,14.25,24.9375
1399,2026-05-09,68,3,3,21,3,0.02,6.75,11.8125
1400,2026-08-11,44,1,2,17,4,0.03,261.8,458.15000000000003
1401,2026-03-25,4,2,2,2,4,0.03,272.6,395.27000000000004
1402,2026-01-19,30,1,4,20,3,0.01,14.25,24.9375
1403,2026-05-11,37,3,4,32,1,0.04,12.47,21.8225
1404,2026-06-08,8,2,1,28,3,0.05,22.56,39.480000000000004
1405,2026-06-11,52,2,3,13,4,0.01,21.68,37.94
1406,2026-03-12,4,3,4,26,1,0.0,13.75,24.0625
1407,2026-03-16,27,1,1,17,2,0.01,130.9,229.07500000000002
1408,2026-06-16,98,2,4,14,2,0.02,16.9,29.574999999999996
1409,2026-04-30,24,2,4,30,2,0.01,32.9,57.574999999999996
1410,2026-02-13,66,3,3,31,3,0.01,30.75,53.8125
1411,2026-08-24,8,1,4,17,1,0.02,65.45,114.53750000000001
1412,2026-01-02,41,3,4,32,3,0.04,37.410000000000004,65.4675
1413,2026-01-26,49,2,3,32,3,0.04,37.410000000000004,65.4675
1414,2026-07-22,20,2,4,9,1,0.03,2.15,3.7624999999999997
1415,2026-01-26,83,1,2,18,2,0.03,154.64,270.62
1416,2026-03-26,22,3,2,2,4,0.03,272.6,395.27000000000004
1417,2026-01-05,23,3,1,16,3,0.03,162.45,284.2875
1418,2026-05-09,27,2,4,24,1,0.04,12.45,21.787499999999998
1419,2026-08-21,48,3,2,18,1,0.02,77.32,135.31
1420,2026-08-05,30,2,2,5,1,0.02,154.25,223.6625
1421,2026-07-21,90,3,2,3,4,0.03,300.96,436.39199999999994
1422,2026-07-31,53,2,2,14,4,0.04,33.8,59.14999999999999
1423,2026-03-23,29,3,3,30,2,0.05,32.9,57.574999999999996
1424,2026-01-21,25,2,3,10,1,0.03,3.35,5.8625
1425,2026-01-24,81,3,4,2,1,0.01,68.15,98.81750000000001
1426,2026-02-28,27,3,3,27,2,0.04,15.98,27.965
1427,2026-06-17,86,2,3,13,1,0.04,5.42,9.485
1428,2026-05-02,13,1,3,14,2,0.02,16.9,29.574999999999996
1429,2026-06-11,92,1,3,11,2,0.01,11.5,20.125
1430,2026-05-16,96,3,4,2,3,0.03,204.45000000000002,296.45250000000004
1431,2026-02-26,89,3,1,29,1,0.04,8.52,14.91
1432,2026-01-26,20,1,2,19,4,0.04,18.16,31.78
1433,2026-05-02,48,2,3,1,1,0.02,40.11,58.159499999999994
1434,2026-07-01,29,2,2,20,2,0.03,9.5,16.625
1435,2026-07-31,36,2,1,13,3,0.04,16.259999999999998,28.455
1436,2026-07-08,76,1,2,34,2,0.02,19.78,34.615
1437,2026-05-21,48,3,3,2,1,0.04,68.15,98.81750000000001
1438,2026-06-17,46,2,4,1,3,0.0,120.33,174.4785
1439,2026-03-14,60,3,4,11,2,0.03,11.5,20.125
1440,2026-02-28,39,1,3,31,1,0.01,10.25,17.9375
1441,2026-02-14,70,2,4,10,4,0.0,13.4,23.45
1442,2026-05-23,3,3,2,24,2,0.01,24.9,43.574999999999996
1443,2026-02-25,3,2,2,6,2,0.05,3.08,4.466
1444,2026-06-11,70,3,4,6,2,0.03,3.08,4.466
1445,2026-03-25,44,3,2,23,3,0.01,46.769999999999996,81.8475
1446,2026-01-03,66,3,1,30,3,0.05,49.349999999999994,86.3625
1447,2026-02-10,62,2,1,1,2,0.05,80.22,116.31899999999999
1448,2026-06-19,48,1,2,2,2,0.02,136.3,197.63500000000002
1449,2026-04-11,31,3,2,24,1,0.02,12.45,21.787499999999998
1450,2026-01-08,75,3,1,30,1,0.03,16.45,28.787499999999998
1451,2026-08-18,53,2,4,30,4,0.02,65.8,115.14999999999999
1452,2026-01-26,24,3,2,11,3,0.03,17.25,30.1875
1453,2026-03-20,72,2,2,33,1,0.05,11.25,19.6875
1454,2026-06-05,71,1,1,23,2,0.0,31.18,54.565
1455,2026-07-13,29,1,4,18,3,0.01,231.95999999999998,405.93
1456,2026-05-27,71,2,4,21,4,0.03,9.0,15.75
1457,2026-03-03,86,1,1,26,3,0.04,41.25,72.1875
1458,2026-03-03,49,1,1,24,1,0.03,12.45,21.787499999999998
1459,2026-06-08,8,1,2,3,3,0.03,225.71999999999997,327.294
1460,2026-08-15,43,3,3,6,3,0.03,4.62,6.699
1461,2026-06-12,5,2,2,5,4,0.05,617.0,894.65
1462,2026-03-25,96,3,3,30,4,0.03,65.8,115.14999999999999
1463,2026-02-07,11,1,1,28,2,0.04,15.04,26.32
1464,2026-04-16,24,2,3,13,2,0.02,10.84,18.97
1465,2026-04-27,91,1,4,33,2,0.02,22.5,39.375
1466,2026-06-20,99,2,4,15,2,0.04,23.16,40.53
1467,2026-03-14,90,2,3,32,4,0.0,49.88,87.29
1468,2026-04-15,60,1,2,27,4,0.03,31.96,55.93
1469,2026-08-13,50,3,3,24,4,0.05,49.8,87.14999999999999
1470,2026-08-17,14,2,2,22,4,0.05,29.8,52.15
1471,2026-06-12,74,2,3,9,2,0.0,4.3,7.5249999999999995
1472,2026-03-21,46,3,3,2,1,0.04,68.15,98.81750000000001
1473,2026-01-30,29,2,1,13,1,0.03,5.42,9.485
1474,2026-06-27,11,3,2,32,1,0.02,12.47,21.8225
1475,2026-06-23,95,3,1,11,3,0.02,17.25,30.1875
1476,2026-01-23,92,1,3,32,2,0.0,24.94,43.645
1477,2026-06-01,84,2,1,16,4,0.02,216.6,379.05
1478,2026-03-21,29,3,2,14,4,0.03,33.8,59.14999999999999
1479,2026-04-30,57,3,2,11,2,0.05,11.5,20.125
1480,2026-08-13,94,2,2,32,3,0.05,37.410000000000004,65.4675
1481,2026-05-28,60,3,3,21,4,0.04,9.0,15.75
1482,2026-07-20,91,2,1,4,4,0.01,381.4,553.03
1483,2026-03-17,25,3,1,29,4,0.03,34.08,59.64
1484,2026-08-21,87,2,4,34,2,0.03,19.78,34.615
1485,2026-02-11,71,1,2,25,3,0.01,37.95,66.4125
1486,2026-05-28,64,1,3,16,1,0.02,54.15,94.7625
1487,2026-02-07,7,2,3,11,1,0.01,5.75,10.0625
1488,2026-05-29,5,2,2,14,2,0.02,16.9,29.574999999999996
1489,2026-08-26,70,2,2,2,2,0.05,136.3,197.63500000000002
1490,2026-07-17,59,3,4,19,1,0.03,4.54,7.945
1491,2026-04-10,67,2,2,2,4,0.04,272.6,395.27000000000004
1492,2026-07-08,23,3,4,34,1,0.05,9.89,17.3075
1493,2026-04-21,40,2,3,17,3,0.04,196.35000000000002,343.6125
1494,2026-06-13,73,2,3,3,2,0.04,150.48,218.19599999999997
1495,2026-06-20,16,3,2,18,3,0.02,231.95999999999998,405.93
1496,2026-05-11,28,1,3,6,4,0.0,6.16,8.932
1497,2026-04-10,37,1,1,11,3,0.04,17.25,30.1875
1498,2026-02-20,63,1,1,28,2,0.02,15.04,26.32
1499,2026-02-03,50,2,4,24,2,0.01,24.9,43.574999999999996
1500,2026-05-29,24,1,1,18,3,0.01,231.95999999999998,405.93
1501,2026-08-12,99,2,3,33,2,0.0,22.5,39.375
1502,2026-06-24,49,1,4,28,4,0.03,30.08,52.64
1503,2026-01-05,27,2,1,4,3,0.02,286.04999999999995,414.7725
1504,2026-03-20,90,1,4,19,4,0.04,18.16,31.78
1505,2026-06-16,64,2,1,7,3,0.01,43.5,63.074999999999996
1506,2026-07-24,5,3,2,2,3,0.0,204.45000000000002,296.45250000000004
1507,2026-06-12,95,1,4,33,1,0.01,11.25,19.6875
1508,2026-04-21,44,3,3,3,3,0.05,225.71999999999997,327.294
1509,2026-02-27,45,3,1,6,1,0.05,1.54,2.233
1510,2026-04-25,13,2,3,19,1,0.03,4.54,7.945
1511,2026-01-09,41,2,2,3,1,0.03,75.24,109.09799999999998
1512,2026-08-20,63,1,1,23,3,0.03,46.769999999999996,81.8475
1513,2026-03-17,71,2,3,26,1,0.02,13.75,24.0625
1514,2026-07-28,98,3,3,28,3,0.03,22.56,39.480000000000004
1515,2026-05-08,17,1,1,6,4,0.03,6.16,8.932
1516,2026-01-16,87,1,3,26,3,0.04,41.25,72.1875
1517,2026-07-17,98,1,2,17,3,0.03,196.35000000000002,343.6125
1518,2026-07-20,32,2,3,3,4,0.02,300.96,436.39199999999994
1519,2026-08-01,67,3,3,6,1,0.04,1.54,2.233
1520,2026-08-04,13,2,4,25,1,0.04,12.65,22.1375
1521,2026-04-16,43,1,3,27,2,0.03,15.98,27.965
1522,2026-08-29,7,1,4,14,1,0.01,8.45,14.787499999999998
1523,2026-05-11,19,3,1,1,2,0.03,80.22,116.31899999999999
1524,2026-07-27,30,1,1,34,4,0.01,39.56,69.23
1525,2026-01-20,59,3,2,32,4,0.0,49.88,87.29
1526,2026-07-08,85,1,3,2,3,0.04,204.45000000000002,296.45250000000004
1527,2026-02-17,14,2,3,18,3,0.04,231.95999999999998,405.93
1528,2026-01-19,53,2,3,34,2,0.0,19.78,34.615
1529,2026-01-22,73,3,1,25,1,0.05,12.65,22.1375
1530,2026-02-16,55,3,1,1,4,0.04,160.44,232.63799999999998
1531,2026-08-22,15,3,3,27,4,0.05,31.96,55.93
1532,2026-05-09,95,2,2,2,2,0.0,136.3,197.63500000000002
1533,2026-01-13,46,1,2,10,2,0.02,6.7,11.725
1534,2026-05-22,67,3,3,26,4,0.05,55.0,96.25
1535,2026-03-21,7,3,4,18,3,0.01,231.95999999999998,405.93
1536,2026-03-07,58,3,1,12,1,0.03,6.58,11.515
1537,2026-06-03,13,1,3,17,2,0.02,130.9,229.07500000000002
1538,2026-01-13,75,1,1,28,1,0.01,7.52,13.16
1539,2026-02-26,83,2,3,14,2,0.0,16.9,29.574999999999996
1540,2026-06-25,37,1,2,31,1,0.03,10.25,17.9375
1541,2026-03-16,76,1,1,18,2,0.02,154.64,270.62
1542,2026-06-24,99,3,4,31,4,0.01,41.0,71.75
1543,2026-05-11,42,1,2,21,4,0.01,9.0,15.75
1544,2026-02-21,22,1,1,21,3,0.0,6.75,11.8125
1545,2026-06-15,94,3,2,12,4,0.01,26.32,46.06
1546,2026-01-22,31,1,1,23,2,0.03,31.18,54.565
1547,2026-02-25,21,1,4,16,3,0.04,162.45,284.2875
1548,2026-02-11,70,3,3,2,2,0.03,136.3,197.63500000000002
1549,2026-03-18,56,1,3,7,4,0.02,58.0,84.1
1550,2026-03-06,65,1,4,31,2,0.05,20.5,35.875
1551,2026-06-13,27,2,3,14,2,0.05,16.9,29.574999999999996
1552,2026-04-29,54,1,2,6,4,0.04,6.16,8.932
1553,2026-02-09,52,2,1,27,1,0.0,7.99,13.9825
1554,2026-04-17,15,1,2,32,4,0.04,49.88,87.29
1555,2026-03-12,92,3,1,25,2,0.01,25.3,44.275
1556,2026-01-20,99,2,3,5,1,0.0,154.25,223.6625
1557,2026-02-06,6,1,2,19,1,0.03,4.54,7.945
1558,2026-07-16,76,3,1,14,1,0.05,8.45,14.787499999999998
1559,2026-04-13,20,1,2,16,4,0.0,216.6,379.05
1560,2026-06-08,25,3,3,27,1,0.04,7.99,13.9825
1561,2026-05-13,92,1,3,2,4,0.0,272.6,395.27000000000004
1562,2026-03-12,23,3,3,9,4,0.04,8.6,15.049999999999999
1563,2026-05-14,17,3,2,33,3,0.04,33.75,59.0625
1564,2026-02-12,17,2,1,4,4,0.04,381.4,553.03
1565,2026-06-11,72,3,4,14,3,0.05,25.349999999999998,44.3625
1566,2026-01-02,61,3,1,26,2,0.04,27.5,48.125
1567,2026-05-04,4,3,2,4,4,0.01,381.4,553.03
1568,2026-04-11,71,1,3,29,3,0.02,25.56,44.730000000000004
1569,2026-04-09,77,3,1,33,4,0.01,45.0,78.75
1570,2026-05-12,81,1,2,7,1,0.04,14.5,21.025
1571,2026-06-06,98,1,4,15,1,0.03,11.58,20.265
1572,2026-01-24,32,2,4,25,2,0.03,25.3,44.275
1573,2026-01-22,65,2,4,10,4,0.02,13.4,23.45
1574,2026-05-20,82,1,3,27,4,0.01,31.96,55.93
1575,2026-05-16,79,3,1,2,1,0.04,68.15,98.81750000000001
1576,2026-02-05,14,1,4,23,1,0.03,15.59,27.2825
1577,2026-07-24,68,1,4,23,1,0.03,15.59,27.2825
1578,2026-08-31,8,3,1,3,2,0.02,150.48,218.19599999999997
1579,2026-05-16,57,2,1,23,4,0.02,62.36,109.13
1580,2026-07-28,34,2,1,3,4,0.01,300.96,436.39199999999994
1581,2026-03-30,98,2,1,15,2,0.03,23.16,40.53
1582,2026-07-15,65,3,3,4,4,0.01,381.4,553.03
1583,2026-07-31,24,1,3,26,3,0.05,41.25,72.1875
